	"10_6_5_11" "9_6_5_11" "purep53" "JMS8-2" "JMS8-3" "JMS8-4" "JMS8-5" "JMS9-P7c" "JMS9-P8c"
"Hpf1" 622 696 1778 1135 1339 1037 1169 466 412
"Clcn3" 4016 5280 866 610 10734 9071 601 3840 3006
"B230317F23Rik" 26 23 9 6 31 49 7 8 15
"Nek1" 1251 978 2132 1323 2439 2629 2304 625 887
"Sh3rf1" 919 2018 3738 3431 4100 1550 2747 1189 672
"1700001D01Rik" 1 1 1 0 3 0 2 0 0
"Gm10015" 1 3 3 3 6 1 7 1 1
"Cbr4" 292 399 330 249 826 487 256 253 218
"Palld" 600 414 18058 21192 1464 1424 22239 249 495
"4930512H18Rik" 3 3 0 0 1 2 0 1 0
"Ddx60" 175 217 100 61 399 379 153 209 140
"Anxa10" 0 0 0 0 0 0 0 0 0
"Spock3" 7 8 645 426 6 53 770 2 5
"Sgo2b" 0 0 1 0 1 1 0 0 1
"Tll1" 6 8 230 104 51 46 195 11 10
"Mir710" 0 0 0 0 0 0 0 0 0
"Cpe" 1107 1150 316 306 4604 1957 500 841 855
"Msmo1" 700 1227 1966 813 2132 1615 1316 1292 664
"Klhl2" 482 864 1427 1232 2201 1120 982 574 373
"Tmem192" 265 314 450 312 609 418 327 172 159
"Trim75" 0 0 4 1 0 0 2 0 0
"Trim60" 0 0 0 0 1 0 1 0 0
"Trim61" 0 0 1 0 0 0 0 0 0
"Apela" 0 0 1 0 4 1 1 0 0
"BC030870" 67 859 10 9 1238 230 3 414 119
"March1" 3 2 18 15 12 17 22 3 6
"Gm15354" 0 0 0 0 0 0 0 0 0
"Tma16" 298 254 632 407 518 441 622 167 173
"Tktl2" 0 0 0 0 0 0 0 0 0
"Npy5r" 0 0 0 0 0 0 1 0 0
"Npy1r" 3 4 46 84 10 13 49 13 7
"Naf1" 691 761 2376 1878 2128 1509 2552 653 607
"Nat1" 2 0 1 1 0 0 0 0 0
"Nat2" 59 172 53 58 216 107 43 108 51
"Nat3" 0 0 1 0 2 0 0 0 0
"Psd3" 1568 2787 2179 1339 4838 3024 2398 1941 1082
"Sh2d4a" 799 565 25 23 1323 1361 27 324 381
"Csgalnact1" 51 26 116 86 78 73 129 46 28
"1700125H03Rik" 0 1 0 1 2 3 5 0 0
"Ints10" 792 1114 1773 1610 2348 1264 1261 819 548
"Lpl" 677 756 437 454 822 2858 682 196 591
"100861638" 0 0 0 0 0 0 0 0 0
"Slc18a1" 61 67 9 12 153 141 11 27 44
"Atp6v1b2" 5347 3066 1872 1623 6493 5895 1666 1489 2763
"100861650" 0 0 0 0 0 0 0 0 0
"Lzts1" 3 2 196 178 8 9 86 8 2
"Zfp930" 170 302 375 196 384 267 341 241 142
"D130040H23Rik" 14 29 40 43 50 35 46 32 18
"Gm10033" 96 153 155 67 263 230 155 97 71
"Gm9495" 1 0 0 0 1 0 0 0 1
"Gm7697" 1 0 0 0 1 0 0 0 0
"Zfp868" 1779 1649 2086 1344 3396 3759 2202 1265 1302
"Zfp964" 21 30 41 77 51 50 53 13 10
"Zfp869" 874 1450 1486 1704 2290 1611 1585 974 551
"Zfp963" 71 167 87 70 254 149 97 81 45
"Zfp866" 502 668 501 377 1203 943 645 412 252
"Atp13a1" 2716 3491 4140 3390 7168 5395 4893 1887 1467
"Gmip" 709 762 513 482 1543 1177 662 504 387
"Lpar2" 200 189 544 548 535 389 409 103 86
"Pbx4" 2 16 7 6 38 12 6 12 3
"Cilp2" 10 13 55 74 21 13 36 8 6
"Yjefn3" 21 15 24 21 32 20 18 10 4
"Ndufa13" 1023 2383 2404 1848 4391 2151 1676 1241 787
"Tssk6" 14 19 13 19 32 8 11 7 2
"Gatad2a" 3687 4242 7029 6379 12179 8924 6721 2485 2039
"665649" 2067 3596 8539 6192 7457 4328 5902 1716 1356
"Mau2" 3805 5036 4197 4354 9585 6653 3966 2904 2456
"Sugp1" 1066 1900 1989 1743 3506 1962 1640 1228 743
"Tm6sf2" 13 17 16 9 46 27 20 17 10
"100861688" 0 0 0 0 0 0 0 0 0
"Hapln4" 2 5 26 47 21 13 33 2 2
"Ncan" 0 0 20 9 0 3 16 0 1
"Rfxank" 299 318 559 391 607 357 618 176 162
"Nr2c2ap" 24 52 77 71 106 69 74 42 29
"Borcs8" 628 783 934 786 1573 820 741 430 367
"Mef2b" 48 57 26 21 78 52 25 38 31
"Tmem161a" 1058 1811 2129 1814 3077 1625 1444 963 616
"Slc25a42" 191 234 883 861 454 401 757 149 156
"Armc6" 253 335 519 419 749 520 415 132 155
"Sugp2" 903 1167 1561 1609 2357 1615 1672 668 511
"Gm38427" 0 0 0 0 0 0 1 0 0
"Homer3" 319 364 1285 972 946 749 1154 234 226
"Ddx49" 1199 1363 1958 1453 2760 1945 1431 658 555
"Cope" 3001 4854 6383 4694 8938 5261 4519 2254 1687
"Gdf1" 0 0 0 0 0 0 0 0 0
"Cers1" 0 0 0 0 0 0 0 0 0
"Upf1" 3949 4022 8242 5980 9837 8415 9130 2194 2100
"Comp" 5 3 12 26 14 23 25 9 1
"Crtc1" 768 975 1892 1628 2164 1296 1703 522 480
"Klhl26" 845 1597 2044 1544 3274 1480 2810 1117 556
"Tmem59l" 0 2 163 153 4 7 367 4 0
"Crlf1" 10 12 1195 1532 30 145 2338 6 12
"Rex1bd" 401 626 1239 1002 1425 874 980 361 309
"Uba52" 577 648 842 628 1233 858 678 344 312
"Kxd1" 1482 1517 1443 1287 2349 1536 914 810 717
"Fkbp8" 3972 7580 8214 7121 13477 6794 6162 4199 2541
"Ell" 4330 4406 3958 2917 8706 7975 4949 2532 2714
"Isyna1" 2018 4468 7096 6026 7124 3672 4879 1818 1082
"Ssbp4" 1160 2365 1557 1030 4108 1993 824 1253 697
"Lrrc25" 1 2 5 5 3 1 5 1 0
"Gdf15" 171 101 173 264 197 220 123 50 88
"Pgpep1" 1896 1053 2445 1854 4206 4820 2826 449 727
"Lsm4" 1052 1931 3985 1892 2894 1435 1780 824 552
"Jund" 62855 57968 35477 25226 88313 51989 20312 43073 38425
"Iqcn" 35 164 387 1232 169 82 412 20 20
"Gm3336" 1 12 6 21 12 7 10 5 1
"Pde4c" 321 90 69 117 422 702 122 31 160
"Rab3a" 199 121 121 213 362 308 50 84 124
"Mpv17l2" 472 611 624 392 1180 887 319 324 227
"Ifi30" 5336 2697 4666 3880 8238 10489 4690 1408 2785
"Pik3r2" 1264 2014 5400 3732 3426 1623 3425 1115 744
"2010320M18Rik" 82 209 196 243 407 163 154 104 78
"Mast3" 1127 3511 2094 1772 5368 1627 1193 2234 906
"Il12rb1" 32 44 6 9 55 42 8 12 20
"Arrdc2" 752 483 310 388 825 838 223 287 449
"Kcnn1" 57 141 125 124 223 92 79 61 33
"A230052G05Rik" 0 1 1 5 1 0 7 0 1
"Ccdc124" 670 1430 2931 1696 2379 1180 1545 631 388
"Slc5a5" 1635 24046 252 277 40021 4476 173 12375 1919
"Rpl18a" 3393 4221 5034 4944 10095 6860 5035 2507 2349
"Snora68" 17 23 52 44 43 50 55 18 17
"Map1s" 800 1156 1375 1032 2117 1267 1460 540 410
"Mir1969" 0 0 0 0 0 0 1 0 0
"Gm10654" 0 0 1 1 6 1 4 0 0
"1700026F02Rik" 0 0 0 0 0 0 0 0 0
"Gm3643" 0 0 0 0 0 0 0 0 0
"Haus8" 177 164 936 734 342 274 594 74 104
"Myo9b" 3570 3114 7207 6972 7098 6329 7591 1830 2066
"Use1" 4268 3532 4143 3634 6077 5551 3448 1799 2094
"Ocel1" 392 563 357 293 892 620 279 242 229
"Nr2f6" 1445 2699 3063 2178 4928 2272 1913 1369 743
"Ushbp1" 17 14 203 85 76 51 194 34 13
"Babam1" 1037 1910 3017 2486 3920 1957 2059 1069 757
"Ankle1" 34 22 348 177 44 27 236 15 16
"Abhd8" 94 285 939 813 484 162 510 127 60
"Mrpl34" 153 339 762 590 682 238 355 207 105
"Dda1" 1186 1964 2855 2182 4230 2820 2310 1028 714
"Ano8" 900 1586 1150 809 2572 1241 794 775 496
"Gtpbp3" 668 849 966 644 1267 703 414 490 362
"Plvap" 56 113 943 711 946 307 1566 297 87
"665928" 643 804 3702 3504 2499 1675 4302 486 398
"Bst2" 797 2367 322 219 3886 1578 277 1101 485
"Mvb12a" 1252 2060 1720 1529 4689 3812 1307 1128 841
"Tmem221" 56 71 36 30 166 140 46 26 24
"Nxnl1" 11 14 7 4 35 28 5 4 6
"Slc27a1" 4941 2089 3128 1646 5293 7865 2073 1380 2476
"100861736" 9 6 7 7 11 29 6 3 9
"Pgls" 184 307 488 406 863 420 380 226 151
"100861739" 1 0 0 0 0 2 4 1 0
"Fam129c" 129 148 170 92 289 206 201 106 66
"Colgalt1" 3474 2711 10667 9470 7894 6396 7846 1550 2019
"Unc13a" 23 43 20 33 93 72 24 23 23
"Jak3" 2393 2789 399 272 4914 4485 704 1904 1436
"Insl3" 2 24 2 2 28 6 6 28 7
"B3gnt3" 83 461 17 19 943 233 25 280 87
"Fcho1" 124 338 96 63 452 174 66 152 77
"Zfp709" 61 98 118 89 203 153 177 81 32
"Zfp882" 51 35 107 126 93 64 101 31 24
"Zfp617" 187 283 212 111 480 323 197 211 111
"Zfp961" 94 201 335 298 461 267 228 161 94
"Cyp4f18" 0 12 2 0 14 5 10 2 1
"Olfr372" 0 0 0 0 0 0 0 0 0
"Olfr373" 0 0 0 0 0 0 0 0 0
"Olfr374" 0 0 0 0 0 0 0 0 0
"Tpm4" 9164 10446 34800 30984 26336 25438 39879 7115 7082
"Rab8a" 1824 2035 2979 2388 3970 2527 1661 1054 847
"100861754" 0 1 1 0 3 0 4 2 1
"Hsh2d" 19 25 40 84 32 51 84 12 13
"Cib3" 1 0 1 0 2 2 0 0 1
"Fam32a" 2260 3067 3144 3235 6671 4030 2236 1868 1299
"Ap1m1" 511 988 2201 1824 1856 984 1838 571 370
"Klf2" 2990 11827 2368 1936 9342 2748 983 5910 2024
"Eps15l1" 1826 2266 3579 3612 5301 3902 3870 1740 1354
"Calr3" 28 63 70 80 146 98 67 29 30
"1700030K09Rik" 160 166 236 301 349 153 172 110 107
"Cherp" 2368 2359 6131 5728 5695 4071 5814 1498 1422
"Slc35e1" 4037 3880 10789 10707 13666 10654 12293 2973 2648
"Gm17435" 53 69 201 167 87 95 264 53 25
"Med26" 969 655 2129 2177 2068 1603 2068 476 552
"Smim7" 3473 3724 4426 3642 8040 5896 3819 2199 2113
"Tmem38a" 396 375 520 591 852 600 445 201 210
"Nwd1" 4 7 68 98 10 15 78 4 4
"Sin3b" 3936 3796 7183 5822 8949 7290 7528 2374 2279
"F2rl3" 22 27 98 97 121 106 105 24 21
"Large1" 744 2148 1445 1507 3484 1467 1501 1513 547
"Mir28b" 2 2 2 0 2 0 1 0 0
"Isx" 0 0 0 0 0 0 0 0 0
"Hmgxb4" 664 967 1865 1593 1715 1037 1753 575 439
"Tom1" 183 88 125 97 148 251 174 43 86
"Hmox1" 5408 2333 14816 14256 8724 17605 14218 1617 2655
"Mcm5" 763 1136 7019 5548 2432 1018 3267 366 303
"Rasd2" 14 44 212 193 103 45 195 15 5
"Gm7984" 156 311 681 529 601 363 509 192 110
"Iqcm" 0 0 0 0 0 0 0 0 0
"100039211" 17 8 5 10 12 18 5 0 6
"Nr3c2" 1376 1757 1209 1289 3812 2466 1466 995 911
"100503998" 0 0 0 0 0 1 0 0 0
"Arhgap10" 2144 1108 3596 3321 2848 3387 2758 719 1148
"0610038B21Rik" 10 7 8 5 11 2 5 0 3
"Prmt9" 578 546 899 782 1033 828 786 355 375
"Tmem184c" 684 920 1733 1085 2214 1520 1357 719 522
"1700092C02Rik" 0 0 0 0 0 1 0 0 1
"Ednra" 1513 140 288 397 402 1771 249 83 651
"Ttc29" 1 1 0 0 1 4 0 0 0
"Pou4f2" 0 0 0 0 0 0 0 0 0
"Gm2225" 937 1116 2043 1284 1807 1330 1191 524 511
"Rbmxl1" 343 376 1436 1094 1147 752 1267 282 238
"Slc10a7" 1116 1248 1623 1307 2672 1785 1250 727 633
"Lsm6" 305 499 1105 767 1143 621 664 313 218
"Zfp827" 1413 2211 4869 4602 4235 2085 4290 1145 862
"1700011L22Rik" 0 2 3 5 1 4 2 1 2
"Mmaa" 320 556 474 515 906 608 429 359 284
"Gm4890" 7 14 8 9 29 19 15 8 10
"Smad1" 910 1349 8629 6078 3246 2203 11741 902 656
"Otud4" 2866 3479 9621 7106 8176 6800 13249 2644 2331
"Abce1" 3836 4278 12433 7277 11681 9929 13645 3315 2804
"Anapc10" 108 193 374 348 405 233 262 140 97
"100504383" 1 2 0 2 2 1 0 0 0
"Hhip" 3 17 48 35 14 28 32 20 11
"Gypa" 0 0 1 0 0 1 0 0 0
"4930505O20Rik" 0 0 0 0 0 0 0 0 0
"Frem3" 0 1 13 10 1 1 10 2 0
"Smarca5" 3228 2395 8192 5059 6477 7595 8179 1787 1971
"Gab1" 8286 4054 6795 6500 10356 10275 7612 2454 4361
"Gm20310" 11 1 1 0 1 5 0 1 1
"Usp38" 2510 1812 5495 4532 6339 6121 5671 1354 1894
"Inpp4b" 16 146 133 84 154 68 252 56 18
"Il15" 141 131 72 61 179 132 28 133 112
"Zfp330" 924 891 1642 1005 1838 1516 1494 675 631
"Rnf150" 42 56 4969 3984 209 160 4649 48 38
"Tbc1d9" 1688 3427 7256 6226 7523 3741 6375 2108 1361
"Ucp1" 6 9 78 136 16 9 73 1 5
"Elmod2" 402 1065 2760 2383 2027 1108 2722 650 323
"Mgat4d" 0 0 0 2 0 0 0 0 0
"Clgn" 0 2 18 5 3 2 11 1 1
"Scoc" 140 294 996 691 562 407 838 279 145
"Olfr370" 0 0 0 0 0 0 0 0 0
"Ndufb7" 694 1426 1996 1904 3498 1915 1508 861 518
"Tecr" 2249 3550 6619 4747 8688 4470 5710 2408 1660
"Dnajb1" 7976 7253 20142 25905 16608 10261 10467 13819 9057
"Gipc1" 1315 2640 1643 1169 5095 1978 796 1296 735
"Ptger1" 1045 1253 368 473 2695 2274 378 555 440
"Pkn1" 4115 3270 1264 1559 7373 7140 1216 1649 1975
"Ddx39" 1490 1956 3961 2791 4959 3450 2600 1171 927
"Adgre5" 569 2244 708 945 4800 1590 827 1147 547
"Adgrl1" 292 957 6018 4790 2129 825 4140 520 247
"Gm10644" 17 17 7 8 28 16 9 17 4
"Asf1b" 69 92 315 195 233 111 103 57 30
"Prkaca" 806 1229 2376 2259 2996 1654 1929 667 491
"100862267" 0 0 0 0 0 0 0 0 0
"Samd1" 297 363 1105 1043 803 422 573 184 171
"1700067K01Rik" 5 3 5 10 4 1 2 2 0
"2210011C24Rik" 7 5 2 2 13 1 2 3 0
"Mir1199" 0 0 0 0 0 0 0 0 0
"Palm3" 1 0 4 11 4 2 4 0 0
"Il27ra" 0 0 16 16 7 12 29 3 4
"Rln3" 0 0 0 0 0 0 0 0 0
"Gm10643" 22 79 28 33 126 34 26 40 13
"C330011M18Rik" 40 120 47 30 133 46 22 58 17
"Rfx1" 1950 3048 1859 1221 5102 3277 1981 1646 1526
"Mir709" 6 6 6 1 8 10 3 3 3
"Dcaf15" 934 1666 1442 973 2667 1696 1159 999 627
"Podnl1" 2 3 3 8 1 0 3 0 1
"Cc2d1a" 1043 1689 1298 1364 2782 1752 999 910 660
"4930432K21Rik" 17 14 21 28 28 27 18 6 14
"Nanos3" 5 3 13 7 29 29 12 6 18
"Mir181d" 1 0 0 0 0 0 0 1 0
"Mir181c" 0 0 0 0 0 0 0 0 0
"Mir23a" 30 40 22 27 144 125 14 78 66
"Mir27a" 51 43 26 39 213 142 28 103 93
"Mir24-2" 80 160 57 41 221 126 27 146 91
"Mir3074-2" 0 0 0 0 0 0 0 0 0
"Zswim4" 12301 4952 2000 1167 11434 16030 2414 2417 4937
"D8Ertd738e" 2005 1944 2740 2452 5389 4644 2319 1128 1256
"Mri1" 288 439 613 402 783 341 305 232 172
"Ccdc130" 255 377 246 217 606 310 146 230 133
"Cacna1a" 68 41 205 240 96 91 264 33 44
"Ier2" 25536 18999 21603 23908 24396 17138 10035 8682 12507
"Nacc1" 2478 4575 8784 7363 10242 5790 6961 2531 1696
"Trmt1" 2907 2801 3560 2713 5207 4102 2782 1591 1449
"Lyl1" 4 7 21 23 8 7 17 3 3
"Nfix" 3960 2315 16966 21410 6361 5327 16414 1360 2097
"G430095P16Rik" 2 5 2 7 8 3 7 0 3
"Dand5" 38 48 78 216 95 44 69 32 25
"100503665" 0 0 0 0 0 0 0 0 0
"Gadd45gip1" 337 383 856 674 998 723 674 237 263
"Rad23a" 892 1748 2469 2398 3162 1733 1629 921 576
"Calr" 18345 18637 46392 42970 52885 40071 37305 10675 12473
"1700122E12Rik" 0 1 6 1 1 1 0 0 0
"Farsa" 1301 1740 4235 3110 3952 2874 3738 954 848
"Syce2" 68 104 289 288 216 128 196 43 41
"Gcdh" 605 805 1234 1120 1728 1103 1014 476 366
"Klf1" 10 5 5 10 22 13 9 10 6
"Dnase2a" 369 780 331 238 1315 678 245 512 260
"Mast1" 86 123 72 67 226 137 88 90 53
"Gm38426" 28 66 36 40 165 51 26 58 15
"Rtbdn" 1 3 17 76 2 5 22 0 4
"Rnaseh2a" 414 764 1219 1184 1409 674 841 429 256
"Prdx2" 2943 6916 10483 7286 13444 5626 7177 3826 2035
"Junb" 67906 58597 90571 133166 102365 64551 37269 34094 37321
"Hook2" 2665 3683 1885 1448 6521 3738 1628 2257 1626
"Best2" 0 1 9 22 11 6 7 0 1
"Asna1" 1102 2117 3486 2708 4262 2285 2439 1144 773
"Trir" 1396 1902 3485 2242 3913 2709 2667 1196 960
"Tnpo2" 3095 5650 7329 5833 9865 4968 5340 3195 1903
"A230103J11Rik" 14 15 17 25 47 33 27 20 16
"Fbxw9" 991 1806 1604 1340 3330 1864 1305 1183 723
"436049" 5 5 11 9 26 22 17 24 4
"Dhps" 416 704 1017 692 1385 789 874 414 257
"Wdr83" 471 460 893 676 1073 787 767 335 308
"Wdr83os" 382 522 1060 892 1084 681 729 301 260
"Man2b1" 1151 1666 2303 1723 3997 2851 2079 926 788
"Zfp791" 164 89 146 192 195 211 72 64 69
"Cks1brt" 2 1 26 9 14 13 13 2 4
"Olfr371" 0 0 0 0 0 0 0 0 0
"Vps35" 4624 5064 8412 6813 11908 9813 7443 3353 3296
"Orc6" 311 419 1217 975 927 736 959 253 275
"Mylk3" 1 0 12 7 0 3 10 1 0
"4921524J17Rik" 408 353 622 393 631 509 392 229 223
"Gpt2" 1153 770 7012 5921 2626 3650 7615 407 547
"Dnaja2" 5853 6701 10925 8479 17100 13504 11116 4905 4066
"Neto2" 108 86 2041 1379 387 302 1789 74 54
"Itfg1" 1679 4896 6198 6101 10351 4094 5813 3390 1486
"Phkb" 2253 4793 4338 3727 8466 4392 4380 3654 1891
"Abcc12" 1 0 14 7 2 7 15 0 0
"Lonp2" 2251 2547 3965 4127 5810 3976 3755 1750 1457
"Siah1a" 1470 1084 2114 1609 2445 2186 2245 748 861
"Gm10638" 14 14 60 39 20 19 54 2 7
"N4bp1" 10137 4839 4089 3201 15036 14993 5273 2448 3729
"Gm10637" 0 0 0 0 0 0 0 0 0
"Gm19872" 0 0 0 0 0 0 0 0 0
"Cbln1" 2 1 180 58 3 7 32 0 3
"Gm2694" 1 0 6 1 0 1 5 0 1
"4933402J07Rik" 0 0 0 0 0 0 1 0 0
"Zfp423" 49 31 389 346 83 89 391 15 22
"Cnep1r1" 770 855 1210 825 1950 1682 1277 625 612
"Heatr3" 1506 1144 4147 3519 3706 3139 3788 650 778
"9430002A10Rik" 8 8 39 37 61 41 40 6 8
"Tent4b" 1771 1486 3345 2448 3727 3418 3014 999 1035
"100503817" 4 2 1 0 1 8 2 1 1
"Adcy7" 86 71 5018 4439 102 298 4949 39 74
"Brd7" 1066 1206 2722 2079 2786 1998 2416 818 739
"Nkd1" 13 19 5151 5888 46 61 3315 20 13
"Snx20" 3 27 12 14 34 10 6 27 5
"100862404" 0 0 0 0 1 0 1 0 0
"Nod2" 1131 545 1016 623 2052 1771 1016 368 296
"Cyld" 8531 3634 3270 3579 9614 13768 2898 1897 3360
"Sall1" 1 0 0 0 0 0 0 0 0
"Gm3134" 0 0 0 0 0 0 0 0 0
"Gm6625" 6 7 10 8 4 6 8 4 2
"Tox3" 82 472 20 14 945 216 14 529 135
"Gm19935" 4 1 279 336 5 6 194 0 4
"Chd9" 4481 4110 5329 4803 8328 7016 5409 3194 2301
"Rbl2" 1392 1544 2731 3472 3409 2364 2799 1008 786
"Aktip" 1422 1695 620 721 3551 2453 422 1187 883
"Rpgrip1l" 266 417 935 596 856 561 921 281 236
"Fto" 2514 3279 7079 7380 7783 5114 6556 1827 1691
"4831440D22Rik" 0 1 0 0 1 1 0 1 0
"Irx3" 10640 5897 4529 3259 16014 16046 4076 2706 4730
"Crnde" 238 397 458 304 633 419 452 249 170
"Irx5" 2558 1804 2914 2493 3796 3279 2856 947 1171
"Irx6" 15 4 8 3 10 7 2 0 0
"Mmp2" 494 801 20516 22071 571 3375 27287 179 639
"Lpcat2" 148 133 319 395 319 245 421 109 93
"Capns2" 3 5 7 4 2 2 26 20 4
"Slc6a2" 1 2 103 106 12 2 141 4 1
"Ces1a" 1 0 0 0 0 3 2 0 0
"Ces1b" 0 0 0 0 0 0 1 1 0
"Ces1c" 0 0 0 0 0 0 0 0 0
"Ces1d" 5 6 3 6 8 22 10 15 8
"Ces1e" 0 0 0 0 0 0 0 0 0
"Ces1f" 0 0 0 0 1 0 1 0 0
"Ces1g" 0 0 0 0 0 0 0 0 0
"Ces1h" 0 0 0 0 0 0 0 0 0
"Ces5a" 0 0 0 0 0 0 1 0 0
"Gnao1" 173 79 103 138 193 203 121 40 112
"4930488L21Rik" 1 0 0 1 0 3 0 2 1
"Amfr" 3656 5197 8146 7374 11467 7814 7064 2812 2125
"100861639" 0 0 0 0 0 0 0 0 0
"Nudt21" 126 189 386 418 523 315 364 150 91
"100861643" 0 0 0 0 0 0 0 0 0
"Ogfod1" 1179 1376 1960 1800 3737 3078 2190 877 721
"Bbs2" 418 687 674 743 1365 746 842 512 377
"Mt4" 1 0 7 2 3 1 6 34 2
"Mt3" 2 4 6 1 1 0 2 1 1
"Mt2" 28652 27012 101497 93535 91253 91360 113150 14457 22004
"Mt1" 28816 26389 103033 71073 70965 67644 96072 14534 22261
"Nup93" 550 1452 3536 2883 2748 1203 2320 794 367
"Mir138-2" 0 0 2 0 0 0 0 0 0
"Slc12a3" 3 4 10 6 13 4 15 1 1
"Herpud1" 2953 1560 4198 5685 5526 7624 3263 1052 1598
"9330175E14Rik" 4 10 8 11 17 6 4 11 2
"Nlrc5" 297 566 2478 1825 1330 1001 8409 539 277
"Cpne2" 40 62 1168 895 88 132 1192 42 27
"Fam192a" 813 1149 1469 1602 2498 1286 1140 724 501
"Rspry1" 785 937 2086 1478 2339 1786 2244 640 574
"Arl2bp" 866 1736 2478 2197 4286 2304 2224 1024 609
"Pllp" 34 345 25 32 441 84 23 161 38
"Ccl22" 5 7 5 14 14 4 12 7 9
"Cx3cl1" 16184 7669 15607 18406 22009 20100 17519 3394 6402
"100861664" 3 2 0 0 2 5 1 1 1
"Ccl17" 31 13 13 21 35 28 9 14 26
"Ciapin1" 501 739 1293 1013 1747 1165 1110 382 326
"Coq9" 803 1369 1237 983 2054 927 748 774 508
"Polr2c" 285 431 680 700 844 550 594 242 203
"Dok4" 433 697 813 777 1358 645 773 369 208
"Ccdc102a" 139 268 832 711 454 255 691 129 116
"Adgrg5" 0 0 4 3 4 0 6 0 1
"Adgrg1" 2193 3445 26469 25036 7416 4732 27184 2492 1421
"Adgrg3" 197 249 400 450 610 575 618 185 149
"Drc7" 2 1 15 28 5 2 15 0 1
"Katnb1" 328 751 1113 1003 1382 543 706 381 223
"Kifc3" 2936 1932 3409 2974 4084 3311 3214 1053 1581
"Cngb1" 239 64 57 74 207 269 78 40 125
"Tepp" 8 3 6 6 2 11 11 1 2
"Zfp319" 691 1093 1281 1096 2379 1364 1343 584 431
"Usb1" 867 1193 1220 1066 2277 1398 942 800 606
"Mmp15" 10101 14261 1594 1480 26245 12266 964 8402 5013
"Cfap20" 1282 1688 2151 1907 3076 1769 1507 1226 1015
"Csnk2a2" 1668 2023 2909 2729 4843 3433 3073 1297 1094
"Ccdc113" 3 75 4 5 114 20 5 52 12
"Prss54" 0 0 0 0 0 0 0 0 0
"Gins3" 39 53 174 152 136 82 135 31 29
"Ndrg4" 45 70 891 1053 119 113 989 19 19
"Setd6" 351 430 719 571 910 705 657 257 208
"Cnot1" 9199 9745 14217 12484 23008 17683 14434 5889 5765
"4930513N10Rik" 18 40 97 71 64 34 62 9 10
"Sap18b" 987 1436 3048 2946 3021 1939 2253 850 794
"Slc38a7" 427 631 864 786 998 529 555 333 252
"Got2" 2147 2946 8200 5563 6245 3954 6013 1375 1156
"100499527" 0 0 0 0 0 0 0 0 0
"Cdh8" 1 0 1 1 0 0 0 0 0
"A330008L17Rik" 0 0 0 0 0 0 0 0 0
"Impdh2-ps" 3763 4158 7659 8579 11042 7417 5682 2403 2229
"100504084" 46 28 94 85 100 71 91 18 19
"Cdh11" 26 79 401 495 58 346 582 28 63
"100504119" 0 0 0 0 0 0 0 0 0
"4933400L20Rik" 0 1 0 0 0 0 0 0 0
"Cdh5" 41 44 844 553 561 278 1307 208 78
"100861701" 0 0 2 2 2 1 4 1 0
"Bean1" 1 2 5 7 13 11 9 1 2
"Tk2" 485 932 296 378 1486 647 255 584 327
"Cklf" 139 195 239 220 401 305 207 114 91
"320206" 123 117 83 55 223 274 112 115 95
"Cmtm2a" 5 3 5 0 4 4 4 3 0
"Cmtm1" 0 0 1 0 0 0 0 0 0
"Cmtm2b" 0 0 1 1 0 0 2 0 0
"Cmtm3" 719 426 1914 1913 1348 1259 1771 194 424
"Cmtm4" 3068 4640 3595 3470 9923 6603 2801 2708 1817
"Dync1li2" 3063 3107 6185 5989 7570 6038 6161 2063 1983
"Terb1" 53 43 43 41 91 91 58 33 34
"Nae1" 918 1052 2000 1517 2246 2082 1768 928 773
"Car7" 7 22 24 28 37 23 18 19 11
"Gm6825" 33 37 46 28 61 46 35 22 22
"Pdp2" 120 192 409 410 340 194 208 105 54
"Cdh16" 0 0 0 0 0 1 0 0 0
"Rrad" 330 473 933 853 1230 422 876 304 163
"Ciao2b" 575 1015 1582 972 1594 782 937 506 376
"Ces2a" 0 0 0 0 0 0 0 0 0
"4932416K20Rik" 0 0 0 0 0 0 0 0 0
"Ces2b" 0 1 4 6 1 1 2 0 0
"Ces2c" 0 0 1 0 1 0 1 1 0
"Ces2d-ps" 0 0 1 0 0 0 0 0 0
"Ces2e" 1 1 137 70 5 9 102 0 3
"Ces2f" 0 0 5 2 0 1 5 1 0
"Ces2g" 21 39 43 67 21 116 64 21 27
"Ces2h" 0 0 0 0 0 0 0 0 0
"Ces3a" 0 1 0 0 3 1 0 0 0
"Ces3b" 0 2 0 0 1 0 0 0 0
"Ces4a" 0 0 1 0 0 0 0 0 0
"Cbfb" 1787 3050 6408 4639 7623 4493 5966 1979 1416
"D230025D16Rik" 582 1055 973 985 2065 1276 960 769 437
"B3gnt9" 18 26 131 143 29 63 98 13 13
"Tradd" 299 512 461 393 849 384 250 293 211
"Fbxl8" 85 198 89 115 311 78 43 111 75
"Hsf4" 18 37 74 76 80 31 68 24 16
"Nol3" 44 223 28 33 381 108 30 134 34
"4931428F04Rik" 156 211 144 125 612 426 133 140 104
"Exoc3l" 13 16 20 38 36 14 32 10 7
"Gm20163" 5 4 21 14 9 17 10 5 1
"E2f4" 1122 1318 2951 2195 3744 2943 2783 963 832
"Elmo3" 2063 2453 1159 1207 4503 3007 1210 1500 1245
"Mir328" 0 0 0 0 0 0 0 0 0
